Serial,hours_per_day,tot_wellbeing,sex,minority,deprived
1016763,3,55,male,0,0
1016764,4,51,male,0,0
1016765,6.5,59,male,0,0
1016766,5,61,male,0,0
1016768,2,48,male,0,0
1016772,2.5,62,male,0,0
1016773,3,53,male,0,0
1016776,3.5,50,female,0,1
1016777,1.5,47,female,0,1
1016778,3,51,female,0,1
1016780,7,45,female,0,1
1016781,5,48,female,0,1
1016782,2.5,26,female,0,1
1016783,5.5,35,female,0,1
1016784,1.25,49,female,1,1
1016785,7,52,female,0,1
1016786,7,58,female,0,1
1016787,6.5,40,female,0,1
1016788,2.5,45,female,0,1
1016789,5,45,female,0,1
1016790,7,53,female,1,1
1016792,3,30,female,0,1
1016793,7,50,female,0,1
1016794,6,43,female,0,1
1016795,1.5,46,female,0,1
1016796,6,50,female,1,1
1016797,2,65,female,1,1
1016799,1.5,44,female,0,1
1016801,3.5,54,female,1,1
1016804,2.5,47,female,0,1
1016805,4.5,33,female,0,1
1016806,2.5,54,female,0,1
1016808,2,45,female,1,1
1016809,3,41,female,0,1
1016810,4.5,48,female,1,1
1016812,7,46,female,1,1
1016813,5,48,female,0,1
1016814,3,48,female,0,1
1016815,4.5,65,female,0,1
1016816,1.5,31,female,0,1
1016817,2,47,female,0,1
1016818,7,34,female,0,1
1016819,6,57,female,0,1
1016820,5,36,female,0,1
1016821,3.5,46,female,0,1
1016822,7,49,female,0,1
1016823,7,43,female,0,1
1016824,7,63,female,0,1
1016825,7,35,female,0,1
1016826,7,52,female,0,1
1016827,5,41,female,0,1
1016828,6,47,female,0,1
1016829,3,45,female,0,1
1016830,7,24,female,0,1
1016832,5,35,female,0,1
1016834,6,44,female,0,1
1016835,3.5,43,female,0,1
1016836,5,44,female,0,1
1016837,5.5,30,female,0,1
1016838,7,59,female,0,1
1016839,7,22,female,0,1
1016841,4,35,female,0,1
1016842,6,35,female,0,1
1016843,4.5,45,female,0,1
1016844,7,46,female,0,1
1016845,7,42,female,0,1
1016846,6,45,female,0,1
1016847,3,55,female,0,1
1016848,7,47,female,0,1
1016849,3.5,46,female,0,1
1016850,7,44,female,0,1
1016851,6.5,48,female,0,1
1016852,5.5,62,female,0,1
1016853,7,58,female,0,1
1016854,2,51,female,0,1
1016855,7,44,female,0,1
1016856,2.5,48,female,0,1
1016857,6.5,44,female,0,1
1016859,6,55,female,0,1
1016860,2,32,female,0,1
1016862,6,30,female,0,1
1016863,2.5,50,female,0,1
1016864,5,31,female,0,1
1016865,7,53,female,0,1
1016867,1.5,56,female,0,1
1016869,7,40,female,0,1
1016871,7,52,female,0,1
1016873,7,46,female,0,1
1016874,7,64,female,0,1
1016876,1.5,53,female,0,1
1016877,7,52,female,0,1
1016878,5.5,51,female,0,1
1016880,2.5,42,female,0,1
1016882,4,42,female,0,1
1016883,5,40,female,0,1
1016884,7,41,female,0,1
1016885,7,43,female,0,1
1016886,3.5,57,female,0,1
1016887,6,51,female,0,1
1016888,7,44,female,0,1
1016889,7,43,female,0,1
1016890,4.5,32,female,0,1
1016892,3.5,45,female,0,0
1016893,5.5,35,female,0,1
1016894,3.5,58,female,0,1
1016895,3.5,48,female,0,1
1016896,5,52,female,0,1
1016898,5,52,female,0,1
1016899,3,49,female,0,1
1016901,3.5,22,female,0,1
1016902,6.5,42,female,0,1
1016903,7,42,female,0,1
1016904,6.5,28,female,0,1
1016906,5,42,female,0,1
1016907,7,42,female,0,1
1016909,7,29,female,0,1
1016910,6,36,female,0,1
1016911,7,48,female,0,1
1016912,6.5,47,female,0,1
1016916,7,55,female,0,1
1016917,4.5,39,female,0,1
1016918,4,45,female,0,1
1016920,6.5,18,female,0,1
1016921,4.5,39,female,0,1
1016923,5.5,37,female,0,1
1016924,4,25,female,0,1
1016925,7,43,female,0,1
1016926,7,58,female,0,1
1016927,6,38,female,0,1
1016929,5.5,47,female,0,1
1016930,7,56,female,0,1
1016931,1.5,52,female,0,1
1016932,5.5,53,female,0,1
1016934,7,30,female,0,1
1016936,2.5,61,female,0,1
1016937,4.5,51,female,0,1
1016938,7,47,female,0,1
1016940,6,29,female,0,1
1016941,3.5,39,female,0,1
1016942,7,44,female,0,1
1016943,3,52,female,0,1
1016945,5,46,female,0,1
1016946,3,61,female,0,1
1016947,2.5,26,female,0,1
1016948,7,45,female,0,1
1016951,6,37,female,0,1
1016952,7,34,female,0,1
1016954,7,46,female,0,1
1016955,7,50,female,0,1
1016956,6,41,female,0,1
1016957,2.5,45,female,0,1
1016958,7,43,female,0,1
1016962,2,40,female,0,1
1016965,7,35,female,0,1
1016966,2,43,female,0,1
1016967,5.5,40,female,0,1
1016968,3,54,male,0,1
1016969,4.5,47,male,0,1
1016971,5,45,male,0,1
1016972,5,36,male,0,1
1016975,3,58,male,0,1
1016976,5,40,male,0,1
1016980,4.5,57,male,0,1
1016981,2.5,50,male,0,1
1016983,3,36,male,0,1
1016984,2.5,41,male,0,1
1016985,4.5,53,male,0,1
1016986,7,56,male,1,1
1016991,3,30,male,1,1
1016992,7,55,male,0,1
1016994,5.5,55,male,0,1
1016998,3,47,male,0,1
1017000,7,58,male,0,1
1017003,2.5,49,male,0,1
1017004,1.5,69,male,0,1
1017006,7,44,male,0,1
1017007,6.5,42,male,0,1
1017011,7,35,male,0,1
1017015,7,60,male,0,1
1017016,6,54,male,0,1
1017017,6,58,male,0,1
1017018,7,61,male,0,1
1017019,3.5,53,male,0,1
1017020,3,49,male,0,1
1017021,1.5,58,male,0,1
1017024,4,59,male,0,1
1017025,2.5,51,male,0,1
1017027,6,40,male,0,1
1017030,2.5,34,male,0,1
1017032,7,52,male,0,1
1017033,1.5,36,male,0,1
1017037,1.5,56,male,0,1
1017040,7,61,male,0,1
1017041,4.5,50,male,0,1
1017042,4,41,male,0,1
1017043,1.5,53,male,0,1
1017044,7,61,male,1,1
1017051,7,49,male,0,1
1017052,7,49,male,1,1
1017055,5,39,male,0,1
1017057,1.5,33,male,0,1
1017060,7,36,female,0,0
1017063,6,53,female,0,0
1017064,1.5,42,female,0,0
1017065,1.5,40,female,0,0
1017066,5,49,female,0,0
1017067,6,34,female,0,0
1017068,1.5,35,female,1,0
1017069,7,29,female,0,0
1017070,3,37,female,0,0
1017071,7,27,female,0,0
1017073,4,35,female,0,0
1017077,2.5,43,female,0,0
1017080,5,50,female,0,0
1017081,2.5,53,female,0,1
1017082,3,37,female,0,1
1017083,5.5,54,female,0,1
1017084,1.5,51,female,0,1
1017085,2.5,48,female,0,1
1017086,2.5,54,female,0,1
1017087,4.5,56,female,0,1
1017088,5.5,39,female,0,1
1017090,3.5,32,female,0,1
1017091,5,38,female,0,1
1017093,7,64,female,0,1
1017095,1.5,50,female,0,1
1017096,4,32,female,0,1
1017098,4,46,female,0,1
1017099,5.5,51,female,0,1
1017100,6,52,female,0,1
1017101,4.5,36,female,0,1
1017104,4.5,53,female,0,1
1017106,4.5,44,female,0,1
1017107,6.5,62,female,0,1
1017108,7,53,female,0,1
1017109,7,51,female,0,1
1017110,7,51,female,0,1
1017111,2,44,female,0,1
1017112,5.5,58,female,0,1
1017113,3,51,female,0,1
1017114,5,45,female,0,1
1017115,7,42,female,0,1
1017116,7,58,female,0,1
1017117,5,44,female,0,1
1017119,7,27,female,0,1
1017120,6.5,50,female,0,1
1017121,7,41,female,0,1
1017122,7,48,female,0,1
1017124,1.75,43,female,0,1
1017125,3,42,female,0,1
1017127,2.5,48,female,0,1
1017130,6.5,45,female,0,1
1017131,6,35,female,0,1
1017132,3,47,female,0,1
1017133,7,27,female,0,1
1017134,2,57,female,0,1
1017136,4,38,female,0,1
1017138,4.5,23,female,0,1
1017139,5.5,57,female,0,1
1017140,4.5,53,female,0,1
1017141,6,43,female,0,1
1017142,3,40,female,0,1
1017143,4,47,female,0,1
1017145,6.5,49,female,0,1
1017146,5.5,36,female,0,1
1017147,3.5,50,female,0,1
1017149,6,55,female,0,1
1017150,7,38,female,0,1
1017155,6,47,female,0,1
1017156,7,38,female,0,1
1017159,6,38,female,0,1
1017160,5,49,female,0,1
1017161,3,45,female,0,1
1017163,6.5,27,female,0,1
1017164,7,36,female,0,1
1017165,1.5,54,female,0,1
1017166,5.5,42,female,0,1
1017168,4.5,36,female,0,1
1017169,2,43,female,0,1
1017171,7,43,female,0,1
1017172,6,48,female,0,1
1017173,7,43,female,0,1
1017174,2,51,female,0,1
1017176,5.5,49,female,0,1
1017177,2.5,57,female,0,1
1017179,5.5,35,female,0,1
1017180,7,29,female,0,1
1017181,6.5,44,female,0,1
1017182,5.5,55,female,0,1
1017183,4,42,female,0,1
1017184,2,55,female,0,1
1017185,6,42,female,0,1
1017189,6,45,female,0,1
1017190,2.5,55,female,0,1
1017193,6.5,43,female,0,1
1017194,4,43,female,0,1
1017195,4.5,39,female,0,1
1017197,4.5,25,female,0,1
1017199,6,37,female,0,1
1017200,2.5,49,female,0,1
1017201,2,51,female,0,1
1017202,7,35,female,0,1
1017203,5.5,53,female,0,1
1017204,2.5,37,female,0,1
1017206,2,48,male,0,1
1017207,7,53,male,0,1
1017208,7,57,male,0,1
1017209,4,33,male,0,1
1017210,2,53,male,0,1
1017212,4,56,male,0,1
1017213,3.5,50,male,0,1
1017214,3,62,male,0,1
1017216,2.5,50,male,0,1
1017218,2.5,50,male,0,1
1017222,2.5,56,male,0,1
1017223,5.5,43,male,0,1
1017225,1.5,40,male,1,1
1017226,4,15,male,0,1
1017230,4,61,male,0,1
1017231,1.5,57,male,0,1
1017235,2.5,55,male,0,1
1017237,7,40,male,0,1
1017242,7,62,male,0,1
1017243,1.25,52,male,0,1
1017244,2,57,male,1,1
1017248,7,35,male,0,1
1017250,3.5,45,male,0,1
1017251,1.5,53,male,0,1
1017252,4.5,62,male,0,1
1017253,4.5,50,male,0,1
1017254,3,39,male,0,1
1017255,3.5,68,male,1,1
1017256,4,49,male,0,1
1017258,2.5,58,male,0,1
1017260,6.5,54,male,1,1
1017262,2.25,46,male,0,1
1017264,2,67,male,0,1
1017267,2,51,male,0,1
1017271,1.5,57,male,0,1
1017272,2,52,male,0,1
1017274,7,40,male,0,1
1017275,5.5,66,male,0,1
1017276,4,44,male,0,1
1017280,1.75,60,male,0,1
1017282,2,67,male,0,1
1017283,3.5,53,male,0,1
1017284,3.5,42,male,0,1
1017285,5.5,44,male,0,1
1017286,1.5,56,male,0,1
1017292,3,50,male,0,1
1017293,2.5,51,male,0,1
1017297,3,36,male,0,1
1017298,5.5,48,female,1,0
1017300,6.5,18,female,1,0
1017301,6,55,female,1,0
1017304,3.5,42,female,1,0
1017305,1.25,58,female,1,0
1017306,7,52,female,0,0
1017307,3.5,30,female,1,0
1017308,1.25,49,female,1,0
1017310,2.5,37,female,1,0
1017313,2,45,female,1,1
1017314,1.5,56,female,1,1
1017316,1.5,42,female,1,1
1017317,3.5,42,female,1,1
1017318,3,42,female,1,1
1017320,6.5,38,female,1,1
1017323,2.5,61,female,1,1
1017324,2,52,female,1,1
1017325,3.5,43,female,1,1
1017327,3.5,49,female,1,1
1017330,6.5,37,female,1,1
1017331,2.5,46,female,1,1
1017332,1.5,47,female,1,1
1017333,7,15,female,1,1
1017334,4.5,29,female,1,1
1017335,6,39,female,1,1
1017336,4,43,female,1,1
1017337,7,46,female,1,1
1017338,3,37,female,1,1
1017339,4.5,52,female,1,1
1017340,2,49,female,1,1
1017342,3,49,female,1,1
1017346,2,57,female,1,1
1017349,4,29,female,1,1
1017350,4,44,female,1,1
1017351,4.5,50,female,1,1
1017353,6.5,41,female,1,1
1017354,2,49,female,1,1
1017355,2,56,female,1,1
1017357,2.5,51,female,1,1
1017358,1.5,34,female,1,1
1017359,2.5,33,female,1,1
1017363,3.5,51,female,1,1
1017364,7,41,female,1,1
1017365,2.5,40,female,1,1
1017375,3.5,33,female,1,1
1017376,3.5,61,female,1,1
1017379,3.5,43,female,1,1
1017382,3,60,female,1,1
1017384,1.5,38,female,1,1
1017385,7,48,female,1,1
1017391,2,58,female,1,1
1017392,2.5,44,female,1,1
1017394,2.5,37,female,1,1
1017396,4,48,female,1,1
1017398,5.5,32,female,1,1
1017399,2.5,49,female,1,1
1017403,1.5,49,female,1,1
1017404,1.25,47,female,1,1
1017408,4.5,17,female,1,1
1017410,7,56,female,1,1
1017411,7,64,female,1,1
1017412,7,33,female,0,1
1017413,3,40,female,1,1
1017414,6.5,43,female,1,1
1017415,1.5,60,female,1,1
1017417,6,45,female,1,1
1017419,3,49,female,1,1
1017420,4.5,30,female,1,1
1017421,6,51,female,1,1
1017423,5.5,62,female,1,1
1017425,1.5,59,female,1,1
1017431,3.5,40,female,1,1
1017433,2.5,45,female,1,1
1017434,5.5,48,female,1,1
1017437,1.5,56,female,1,1
1017438,3,39,female,1,1
1017441,6.5,31,female,1,1
1017442,3.5,40,female,1,1
1017443,4.5,46,female,1,1
1017445,6,45,female,1,1
1017446,2.5,35,female,1,1
1017447,2.5,32,female,1,1
1017450,7,41,female,1,1
1017453,7,38,female,1,1
1017454,2.5,49,female,1,1
1017455,5,21,female,1,1
1017456,4,37,female,1,1
1017457,5,37,female,1,1
1017458,1.5,46,female,1,1
1017462,1.25,24,female,1,1
1017463,4,35,female,1,1
1017464,2.5,50,female,1,1
1017465,6,51,female,1,1
1017466,4,45,female,1,1
1017467,4,50,female,1,1
1017469,3,44,female,1,1
1017472,6,38,male,0,0
1017473,6.5,28,male,0,0
1017474,1.5,52,male,0,0
1017475,1.5,43,male,0,0
1017476,3.5,64,male,0,0
1017478,1.5,51,male,0,0
1017485,1.5,54,male,0,0
1017486,3.5,50,male,0,0
1017487,4.5,51,male,0,0
1017489,2.5,55,male,0,0
1017490,2.5,54,male,0,0
1017491,4,50,male,0,0
1017494,1.5,64,male,0,0
1017495,6,40,male,0,0
1017496,7,45,male,0,0
1017498,3,51,male,0,0
1017499,1.5,53,male,0,0
1017500,7,49,male,0,0
1017501,2,55,male,0,0
1017507,4,54,male,0,0
1017508,3,56,male,0,0
1017511,6.5,55,male,0,0
1017515,3.5,45,male,1,0
1017516,3.5,56,male,0,0
1017518,3,57,male,0,0
1017520,3.5,67,female,1,0
1017521,6.5,63,female,1,0
1017522,1.25,49,female,1,0
1017523,2,54,female,1,0
1017524,2.5,47,female,1,0
1017526,3,42,male,0,0
1017527,1.5,46,male,0,0
1017528,7,39,male,0,0
1017529,2.5,32,male,0,0
1017531,4,55,male,0,0
1017532,4,47,male,0,0
1017533,2,47,male,1,0
1017542,6,43,male,0,0
1017544,1.5,57,male,0,0
1017546,2,50,male,0,0
1017554,3.5,50,male,0,0
1017555,2.5,62,male,0,0
1017557,4.5,45,male,0,0
1017558,3.5,38,male,0,0
1017562,1.5,55,male,0,0
1017565,4,55,male,0,0
1017566,2,63,male,0,0
1017568,2,53,male,0,0
1017574,4.5,56,male,0,0
1017575,4,48,male,0,0
1017578,6,50,male,0,0
1017580,2,56,male,0,0
1017583,1.5,51,male,0,0
1017585,3,60,male,0,0
1017587,2,46,male,0,0
1017588,1.5,49,male,0,0
1017590,2,52,male,0,0
1017591,3,38,male,0,0
1017595,3,53,male,0,0
1017596,1.5,56,male,0,0
1017598,3,52,male,0,0
1017600,2,55,male,0,0
1017602,2.5,44,male,0,0
1017603,2,62,male,0,0
1017605,1.5,51,male,0,0
1017606,2,46,male,0,0
1017607,2,47,male,0,0
1017608,4.5,59,male,0,0
1017609,1.5,43,male,1,0
1017610,4.5,52,male,0,0
1017613,1.25,53,male,0,0
1017614,3.5,49,male,0,0
1017620,2,50,male,0,0
1017623,2,51,male,0,0
1017625,2,49,male,0,0
1017629,2.5,57,male,0,0
1017630,2.5,53,male,0,0
1017636,4,57,male,0,0
1017638,7,55,male,0,0
1017639,4,55,male,0,0
1017641,4.5,51,male,0,0
1017642,2,49,male,0,0
1017644,4,62,male,0,0
1017645,1.5,51,male,0,0
1017649,2,53,male,0,0
1017650,2.5,54,male,0,0
1017653,3,59,male,0,0
1017656,4.5,59,male,0,0
1017657,4,59,male,1,0
1017661,6,48,male,0,0
1017662,4,56,male,0,0
1017663,2,47,male,0,0
1017667,6.5,46,male,0,0
1017669,6.5,44,male,0,0
1017672,2.5,52,male,1,0
1017673,5.5,42,female,0,1
1017674,7,17,female,0,1
1017675,3,39,female,0,1
1017676,2.5,66,female,0,1
1017678,7,51,female,0,1
1017679,3,33,female,0,1
1017680,7,21,female,0,1
1017683,6.5,56,female,0,1
1017684,7,33,female,0,1
1017685,7,34,female,0,1
1017689,3.5,58,female,0,1
1017690,7,51,female,0,1
1017691,4,47,female,0,1
1017692,2,44,female,0,1
1017693,7,58,female,0,1
1017694,6.5,42,female,0,1
1017695,6,45,female,0,1
1017696,7,41,female,0,1
1017697,6,53,female,0,1
1017698,7,33,female,0,1
1017699,5,46,female,1,1
1017700,5,63,female,0,1
1017701,5.5,58,female,0,1
1017702,7,32,female,0,1
1017703,7,53,female,0,1
1017704,7,59,female,0,1
1017705,7,51,female,0,1
1017708,3.5,50,female,0,1
1017710,7,39,female,0,1
1017712,7,44,female,0,1
1017714,7,46,female,0,1
1017715,7,46,female,0,1
1017716,4,51,female,0,1
1017717,6,56,female,0,1
1017718,4.5,40,female,0,1
1017719,4,45,female,0,1
1017720,7,48,female,0,1
1017721,2,58,female,0,1
1017723,5,45,female,1,1
1017725,7,51,female,0,1
1017728,6.5,40,female,0,1
1017729,7,30,female,0,1
1017730,2,38,female,0,1
1017731,3,33,female,0,1
1017732,2.5,42,female,0,1
1017733,6.5,32,female,0,1
1017734,7,37,female,0,1
1017735,7,30,female,0,1
1017736,6,53,female,0,1
1017737,4.5,24,female,0,1
1017738,4.5,36,female,0,1
1017739,3,46,female,0,1
1017741,7,43,female,0,1
1017742,3.5,46,female,0,1
1017743,6,49,female,0,1
1017744,1.25,40,female,0,1
1017745,4,46,female,0,1
1017749,2,60,male,1,1
1017750,7,27,female,0,1
1017753,5,37,female,0,1
1017754,7,41,female,0,1
1017756,7,63,female,0,1
1017757,7,36,female,0,1
1017759,5,42,female,0,1
1017760,6,63,female,0,1
1017763,4.5,50,female,0,1
1017764,1.5,62,female,0,1
1017766,5,23,female,0,1
1017767,2,55,female,0,1
1017769,3.5,55,female,0,1
1017770,3.5,46,female,1,1
1017771,4.5,29,female,0,1
1017772,7,40,female,0,1
1017774,2,37,female,0,1
1017775,7,48,female,0,1
1017776,4,50,female,0,1
1017778,3,52,female,0,1
1017780,2,62,female,0,1
1017781,3.5,60,female,0,1
1017782,4,47,female,0,1
1017783,2.5,46,female,1,1
1017784,6,40,female,0,1
1017786,3,33,female,0,1
1017787,4,42,female,0,1
1017789,2.5,52,female,0,1
1017792,7,37,female,0,1
1017796,3.5,50,female,1,1
1017800,3.5,49,female,0,1
1017802,7,46,female,0,1
1017804,3,44,female,0,1
1017806,2,42,female,0,1
1017808,5,42,female,0,1
1017809,7,18,female,0,1
1017811,5.5,57,female,0,1
1017812,4.5,23,female,0,1
1017813,6.5,66,female,0,1
1017815,6.5,39,female,0,1
1017816,1.5,35,female,0,1
1017817,7,35,female,0,1
1017818,7,42,female,0,1
1017819,7,41,female,0,1
1017822,3,48,female,0,1
1017823,7,38,female,0,1
1017824,1.5,51,female,0,1
1017825,7,53,female,0,1
1017826,1.5,61,female,0,1
1017827,7,59,female,0,1
1017828,5.5,38,female,0,1
1017829,7,34,female,0,1
1017830,6,52,female,0,1
1017831,2,43,female,0,1
1017832,1.5,39,female,0,1
1017833,4,47,female,0,1
1017834,5,60,female,0,1
1017835,5,52,female,0,1
1017836,5,48,female,0,1
1017837,2.5,42,female,0,1
1017838,4.5,46,female,0,1
1017839,3,43,female,0,1
1017840,3,36,female,0,1
1017841,1.5,35,female,0,1
1017843,7,48,female,0,1
1017845,4.5,51,female,0,1
1017846,7,38,female,0,1
1017848,3,44,female,0,1
1017849,2.5,45,female,0,1
1017850,5.5,35,female,0,1
1017852,7,34,female,0,1
1017853,5,51,female,0,1
1017854,1.5,54,female,0,1
1017855,6.5,29,female,0,1
1017857,3,51,female,0,1
1017859,2.5,47,female,0,1
1017860,4.5,48,female,1,1
1017861,4,47,female,0,1
1017865,1.5,41,female,0,1
1017866,4,34,female,0,1
1017867,7,32,female,0,1
1017868,2.5,51,female,0,1
1017869,7,47,female,0,1
1017870,3,36,female,1,1
1017872,2,29,female,0,1
1017873,5,17,female,0,1
1017877,7,38,female,0,1
1017878,7,36,female,0,1
1017879,5,39,female,0,1
1017880,4,34,female,1,1
1017881,6,34,female,0,1
1017882,6,29,female,0,1
1017883,2,43,female,0,1
1017884,2.5,45,female,0,1
1017885,5.5,36,female,0,1
1017886,5,43,female,0,1
1017887,7,53,female,0,1
1017889,7,35,female,0,1
1017890,7,38,female,0,1
1017891,4,34,female,0,1
1017892,3,44,female,0,1
1017894,7,45,female,0,1
1017895,3.5,60,female,0,1
1017899,7,54,female,0,1
1017900,4.5,35,female,0,1
1017901,3.5,47,female,0,1
1017902,7,70,female,0,1
1017903,2,36,female,0,1
1017905,4.5,66,female,0,1
1017907,5,25,female,1,1
1017908,3,49,female,0,1
1017909,7,52,female,0,1
1017910,6,52,female,0,1
1017912,4.5,46,female,0,1
1017913,1.5,34,female,0,1
1017914,4.5,48,female,0,1
1017916,3,46,female,0,1
1017917,4,33,female,0,1
1017918,5,31,female,0,1
1017920,1.5,46,female,1,1
1017922,7,49,female,0,1
1017923,1.5,43,female,0,1
1017924,2.5,53,female,0,1
1017925,7,44,female,0,1
1017926,6.5,28,female,0,1
1017927,2.5,47,female,0,1
1017928,7,33,female,0,1
1017929,3.5,51,female,0,1
1017930,5.5,32,female,0,1
1017931,6.5,48,female,0,1
1017933,3,34,female,0,1
1017934,3.5,43,female,0,1
1017935,7,45,female,0,1
1017936,6.5,43,female,0,1
1017937,4.5,41,female,0,1
1017938,2,54,female,0,1
1017940,7,42,female,0,1
1017941,1.25,54,female,0,1
1017942,4,46,female,0,1
1017943,7,48,female,0,1
1017944,2,57,female,0,1
1017946,5,53,female,0,1
1017947,6,38,female,0,1
1017956,3,40,female,0,1
1017959,4,45,female,0,1
1017961,2,52,female,0,1
1017962,7,26,female,0,1
1017964,7,27,female,0,1
1017965,1.5,50,female,1,1
1017968,2.5,40,female,0,1
1017972,7,33,female,0,1
1017973,4,53,female,0,1
1017976,7,25,female,1,1
1017977,3.5,48,female,0,1
1017979,6,25,female,0,1
1017980,2.5,34,female,0,1
1017983,7,28,female,0,1
1017986,4.5,47,female,0,1
1017987,4,42,female,0,1
1017989,4.5,44,female,0,1
1017992,4,53,female,0,1
1017993,7,27,female,0,1
1017994,2,37,female,0,1
1017995,3.5,33,female,0,1
1017996,7,39,female,0,1
1018000,7,53,female,0,1
1018001,5.5,55,female,0,1
1018002,7,32,female,0,1
1018003,7,38,female,0,1
1018004,6,43,female,0,1
1018005,6,46,female,0,1
1018008,4,28,female,0,1
1018009,5,33,female,0,1
1018010,4.5,41,female,0,1
1018011,3,40,female,0,1
1018012,4.5,55,female,0,1
1018014,7,32,female,0,1
1018015,6,44,female,0,1
1018016,4,48,female,0,1
1018019,7,28,female,1,0
1018020,5.5,56,female,1,0
1018021,4.5,42,female,1,0
1018022,7,31,female,1,0
1018023,3.5,65,female,1,0
1018025,2.5,48,female,1,0
1018026,7,59,female,1,0
1018027,1.5,48,female,1,0
1018028,7,36,female,1,0
1018029,6,42,female,1,0
1018030,3.5,50,female,1,0
1018031,6,29,female,1,0
1018033,7,30,female,1,0
1018034,2.5,34,female,1,0
1018035,2.5,36,female,1,0
1018038,7,44,female,0,1
1018039,7,50,female,1,1
1018040,6.5,39,female,1,1
1018041,6.5,50,female,1,1
1018043,7,45,female,0,1
1018044,5.5,47,female,1,1
1018046,3,53,female,0,1
1018047,3.5,50,female,0,1
1018049,7,54,female,0,1
1018051,5,22,female,0,1
1018052,7,31,female,0,1
1018053,2.5,60,female,1,1
1018054,6,41,female,0,1
1018055,1.5,43,female,0,1
1018057,6,29,female,0,1
1018058,7,44,female,0,1
1018060,7,46,female,0,1
1018063,2,56,female,0,1
1018067,4,46,female,0,1
1018068,4.5,34,female,1,1
1018070,2.5,50,female,0,1
1018071,3.5,17,female,0,1
1018073,4,52,female,0,1
1018074,4.5,55,female,0,1
1018076,3,45,female,0,1
1018077,4.5,46,female,0,1
1018078,5.5,44,female,0,1
1018079,2.5,45,female,0,1
1018080,3,49,female,0,1
1018083,4,37,female,0,1
1018084,5.5,44,female,0,1
1018085,4,48,female,0,1
1018086,4.5,44,female,0,1
1018088,6,41,female,0,1
1018091,1.5,32,female,0,1
1018092,3,47,female,0,1
1018093,3.5,37,female,0,1
1018095,5,50,female,0,1
1018096,2,37,female,0,1
1018097,2,45,female,0,1
1018098,6,38,female,0,1
1018099,4.5,34,female,0,1
1018100,5.5,49,female,0,1
1018101,7,42,female,0,1
1018102,1.5,45,female,0,1
1018103,1.25,39,female,0,1
1018104,4,34,female,0,1
1018109,4,35,female,0,1
1018110,5,54,female,0,1
1018111,5,58,female,0,1
1018112,3,48,female,0,1
1018113,7,58,female,0,1
1018115,2.5,45,female,0,1
1018116,3.5,56,female,0,1
1018118,6,60,female,0,1
1018119,5.5,47,female,0,1
1018120,5.5,45,female,0,1
1018121,2,53,female,0,1
1018123,1.5,58,female,0,1
1018125,2.25,48,female,0,1
1018126,7,39,female,0,1
1018127,3.5,34,female,0,1
1018131,3.5,37,female,0,1
1018132,1.5,60,female,0,1
1018135,1.25,59,female,0,1
1018136,6.5,45,female,1,1
1018141,5.5,45,female,0,1
1018143,1.5,51,female,0,1
1018146,7,47,female,0,1
1018148,7,42,female,0,1
1018149,3.5,37,female,0,1
1018150,4.5,44,female,0,1
1018151,7,41,female,0,1
1018152,2.5,55,female,0,1
1018153,1.25,51,female,0,1
1018154,3,45,female,0,1
1018156,6,32,female,0,1
1018157,2.5,61,female,0,1
1018158,3.5,41,female,0,1
1018160,6,49,female,1,1
1018161,6,45,female,0,1
1018163,2,54,female,0,1
1018164,6,28,female,0,1
1018165,6,46,female,0,1
1018167,5.5,33,female,0,1
1018170,2,38,female,0,1
1018171,7,48,female,0,1
1018172,6,36,female,0,1
1018174,1.5,36,female,0,1
1018175,4.5,39,female,0,1
1018176,2.5,38,female,0,1
1018177,3.5,42,female,0,1
1018179,4.5,43,female,0,1
1018180,3,41,female,0,1
1018181,7,62,female,0,1
1018183,3,42,female,0,1
1018184,1.25,53,female,0,1
1018186,1.5,37,male,1,0
1018190,2.5,39,female,0,0
1018191,4.5,60,female,0,0
1018194,1.5,58,male,0,1
1018198,3,51,male,1,1
1018199,2.5,65,male,0,1
1018201,2,58,male,0,1
1018202,2.5,50,male,0,1
1018203,4,42,male,0,1
1018205,7,56,male,0,1
1018207,4,46,male,0,1
1018208,7,43,male,0,1
1018209,6,51,male,0,1
1018212,2,48,male,0,1
1018215,1.5,55,male,0,1
1018218,2.5,53,female,0,0
1018220,5.5,44,female,0,0
1018221,5,35,female,0,0
1018222,6.5,23,female,1,0
1018223,3,34,female,0,0
1018226,7,42,female,0,0
1018228,4.5,54,female,1,0
1018229,2.5,43,female,0,0
1018231,4,35,female,0,0
1018232,3.5,21,female,0,0
1018234,7,42,female,0,0
1018235,5,39,female,0,0
1018236,1.5,36,female,0,0
1018237,3.5,34,female,0,0
1018238,7,43,female,0,0
1018239,3.5,35,female,0,0
1018241,1.5,37,female,0,0
1018242,4.5,47,female,0,0
1018243,5,55,female,0,0
1018244,6.5,47,female,1,0
1018246,7,30,female,0,0
1018247,1.5,39,female,0,0
1018250,1.25,43,male,0,0
1018251,7,54,male,0,0
1018253,5,46,male,0,0
1018254,7,42,male,0,0
1018257,1.25,44,male,0,0
1018258,2,53,male,0,0
1018259,4,58,male,0,0
1018261,2,42,male,0,0
1018263,3,42,male,0,0
1018265,2,51,male,0,0
1018267,3,47,male,0,0
1018269,3.5,68,male,0,0
