trialorder,RT,accuracy,itemname,subjectid,group,gender,age.months,Voice,Nasal,Fricative,Liquid_SV,Bilabials,Labiodentals,Alveolars,Palatals,Velars,Glottals,task,logrt,Length,Ortho_N,BG_Sum,BG_Mean,BG_Freq_By_Pos,TOWREW_skill,TOWRENW_skill,spoonerisms,OLD,PLD,Lg.UK.CDcount,brookesIMG,AoA_Kup_lem,regularity
76,487.9,1,could,naming104,TDadult,Male,756,0,0,0,0,0,0,0,0,1,0,naming,2.688330818,5,2,5512,1378,2434,2.066666667,1.465116279,30,1.85,1.4,4.616223371,2.137931034,4.32,0
129,515.2,1,deal,naming104,TDadult,Male,756,1,0,0,0,0,0,1,0,0,0,naming,2.711975854,4,16,7480,2493.333,1923,2.066666667,1.465116279,30,1.05,1,4.26883529,3.379310345,6,1
99,487.5,1,death,naming104,TDadult,Male,756,1,0,0,0,0,0,1,0,0,0,naming,2.68797462,5,1,9920,2480,2308,2.066666667,1.465116279,30,1.85,1.5,4.093631777,5.379310345,5.37,0
74,496.2,1,down,naming104,TDadult,Male,756,1,0,0,0,0,0,1,0,0,0,naming,2.69565676,4,4,1439,479.667,485,2.066666667,1.465116279,30,1.55,1.3,4.578730872,4.620689655,4.93222,1
104,510.2,1,draw,naming104,TDadult,Male,756,1,0,0,0,0,0,1,0,0,0,naming,2.707740454,4,5,3732,1244,1081,2.066666667,1.465116279,30,1.55,1.65,3.890253305,5.103448276,4.11,0
19,970.8,1,ease,naming104,TDadult,Male,756,1,0,0,0,0,0,0,0,0,0,naming,2.987129768,4,6,5298,1766,777,2.066666667,1.465116279,30,1.4,1,3.457276186,1.965517241,9.11,0
106,482.5,1,eat,naming104,TDadult,Male,756,1,0,0,0,0,0,0,0,0,0,naming,2.683497318,3,11,5996,2998,651,2.066666667,1.465116279,30,1,1,4.102982231,5.931034483,2.78,1
53,565.6,1,eye,naming104,TDadult,Male,756,1,0,0,0,0,0,0,0,0,0,naming,2.752509401,3,8,418,209,70,2.066666667,1.465116279,30,1.45,1,4.174612142,6.75862069,3.75,0
79,468.1,1,face,naming104,TDadult,Male,756,0,0,1,0,0,1,0,0,0,0,naming,2.670338641,4,11,3524,1174.667,824,2.066666667,1.465116279,30,1.2,1,4.375059754,6.206896552,3.75,1
66,451.5,1,fact,naming104,TDadult,Male,756,0,0,1,0,0,1,0,0,0,0,naming,2.654657755,4,5,3031,1010.333,735,2.066666667,1.465116279,30,1.55,1.25,4.377306251,3.034482759,6.47,1
69,476.4,1,fade,naming104,TDadult,Male,756,0,0,1,0,0,1,0,0,0,0,naming,2.677971753,4,11,4080,1360,803,2.066666667,1.465116279,30,1.35,1,2.972202838,3.827586207,6.95,1
117,427.3,1,faith,naming104,TDadult,Male,756,0,0,1,0,0,1,0,0,0,0,naming,2.630732893,5,0,4847,1211.75,1118,2.066666667,1.465116279,30,1.95,1.4,3.651859269,3.172413793,7.62,1
25,431.7,1,fall,naming104,TDadult,Male,756,0,0,1,0,0,1,0,0,0,0,naming,2.635182049,4,12,5109,1703,1365,2.066666667,1.465116279,30,1.3,1,4.103803721,4.689655172,4.71,0
162,422.4,1,FALSE,naming104,TDadult,Male,756,0,0,1,0,0,1,0,0,0,0,naming,2.62572391,5,0,5938,1484.5,1245,2.066666667,1.465116279,30,2,1.75,3.493736802,3,6.72,0
77,393.9,1,far,naming104,TDadult,Male,756,0,0,1,0,0,1,0,0,0,0,naming,2.595385981,3,16,3393,1696.5,1261,2.066666667,1.465116279,30,1,1.05,4.474726042,3.448275862,4.878935,0
52,467.7,1,farm,naming104,TDadult,Male,756,0,0,1,0,0,1,0,0,0,0,naming,2.66996737,4,6,3976,1325.333,1478,2.066666667,1.465116279,30,1.55,1.6,3.663229635,5.896551724,3.85,1
54,435,1,fast,naming104,TDadult,Male,756,0,0,1,0,0,1,0,0,0,0,naming,2.638489257,4,11,5445,1815,1437,2.066666667,1.465116279,30,1.3,1.05,4.129012793,4.862068966,3.738636,0
37,500.3,1,fault,naming104,TDadult,Male,756,0,0,1,0,0,1,0,0,0,0,naming,2.699230503,5,2,2302,575.5,628,2.066666667,1.465116279,30,1.8,1.35,3.844290743,2.965517241,6.94,0
38,421.7,1,fear,naming104,TDadult,Male,756,0,0,1,0,0,1,0,0,0,0,naming,2.625003601,4,12,5351,1783.667,1368,2.066666667,1.465116279,30,1.25,1,3.93166124,4.275862069,4.79,0
142,387.2,1,feel,naming104,TDadult,Male,756,0,0,1,0,0,1,0,0,0,0,naming,2.587935349,4,9,3175,1058.333,551,2.066666667,1.465116279,30,1.4,1,4.479647279,3.862068966,5.11,1
153,468.1,1,from,naming104,TDadult,Male,756,0,0,1,0,0,1,0,0,0,0,naming,2.670338641,4,2,3738,1246,1177,2.066666667,1.465116279,30,1.9,1.7,4.625528515,2.137931034,4.441998,1
32,436.3,1,front,naming104,TDadult,Male,756,0,0,1,0,0,1,0,0,0,0,naming,2.639785213,5,2,10145,2536.25,1569,2.066666667,1.465116279,30,1.8,1.75,4.338635752,3.75862069,5.187988,0
92,508.4,1,gain,naming104,TDadult,Male,756,1,0,0,0,0,0,0,0,1,0,naming,2.706205542,4,9,8428,2809.333,939,2.066666667,1.465116279,30,1.35,1,3.507990725,2.827586207,7.11,1
134,463.5,1,get,naming104,TDadult,Male,756,1,0,0,0,0,0,0,0,1,0,naming,2.666049738,3,14,2565,1282.5,520,2.066666667,1.465116279,30,1.2,1.05,4.625888384,2.448275862,3.17,0
163,448,1,give,naming104,TDadult,Male,756,1,0,0,0,0,0,0,0,1,0,naming,2.651278014,4,7,3352,1117.333,586,2.066666667,1.465116279,30,1.5,1.65,4.550350672,3.75862069,4.28,0
137,428.8,1,glass,naming104,TDadult,Male,756,1,0,0,0,0,0,0,0,1,0,naming,2.632254777,5,3,5478,1369.5,1112,2.066666667,1.465116279,30,1.75,1.5,3.852296966,6.172413793,4.47,0
122,444.4,1,gloom,naming104,TDadult,Male,756,1,0,0,0,0,0,0,0,1,0,naming,2.64777405,5,2,4048,1012,799,2.066666667,1.465116279,30,1.8,1.45,2.862727528,4.034482759,9,1
132,521.1,1,good,naming104,TDadult,Male,756,1,0,0,0,0,0,0,0,1,0,naming,2.716921073,4,8,1822,607.333,677,2.066666667,1.465116279,30,1.4,1.5,4.619416843,3.862068966,3.55,0
93,451.9,1,grace,naming104,TDadult,Male,756,1,0,0,0,0,0,0,0,1,0,naming,2.655042341,5,8,6954,1738.5,1773,2.066666667,1.465116279,30,1.4,1,3.335858911,2.517241379,7.287417,1
102,443.5,1,grant,naming104,TDadult,Male,756,1,0,0,0,0,0,0,0,1,0,naming,2.646893624,5,4,10359,2589.75,2000,2.066666667,1.465116279,30,1.7,1.55,3.457276186,3.034482759,12.008468,0
43,511.3,1,guard,naming104,TDadult,Male,756,1,0,0,0,0,0,0,0,1,0,naming,2.708675793,5,0,4407,1101.75,801,2.066666667,1.465116279,30,1.95,1.25,3.458033192,5.586206897,6.25,1
87,468.6,1,guide,naming104,TDadult,Male,756,1,0,0,0,0,0,0,0,1,0,naming,2.670802284,5,3,4260,1065,761,2.066666667,1.465116279,30,1.75,1,3.635785236,4.379310345,7.11,1
35,367.6,1,halt,naming104,TDadult,Male,756,0,0,0,0,0,0,0,0,0,1,naming,2.565375503,4,9,4580,1526.667,1078,2.066666667,1.465116279,30,1.4,1.3,3.172894698,3.724137931,8.11,0
47,381.3,1,hang,naming104,TDadult,Male,756,0,0,0,0,0,0,0,0,0,1,naming,2.581266805,4,10,8547,2849,1439,2.066666667,1.465116279,30,1.4,1,4.066512278,5.206896552,6.68,1
24,361.9,1,hate,naming104,TDadult,Male,756,0,0,0,0,0,0,0,0,0,1,naming,2.558588583,4,16,9721,3240.333,1602,2.066666667,1.465116279,30,1,1,3.894814329,3.689655172,5.53,1
148,364.2,1,have,naming104,TDadult,Male,756,0,0,0,0,0,0,0,0,0,1,naming,2.561339941,4,12,3429,1143,891,2.066666667,1.465116279,30,1.2,1.1,4.64073975,2.931034483,3.72,0
71,381.6,1,head,naming104,TDadult,Male,756,0,0,0,0,0,0,0,0,0,1,naming,2.581608366,4,13,4615,1538.333,1307,2.066666667,1.465116279,30,1.15,1,4.433433786,5.827586207,3.42,0
147,425.3,1,heat,naming104,TDadult,Male,756,0,0,0,0,0,0,0,0,0,1,naming,2.628695383,4,11,7745,2581.667,1416,2.066666667,1.465116279,30,1.2,1,3.764848357,5.034482759,5.33,1
143,373.6,1,help,naming104,TDadult,Male,756,0,0,0,0,0,0,0,0,0,1,naming,2.572406868,4,7,3566,1188.667,816,2.066666667,1.465116279,30,1.55,1.5,4.514228887,4.379310345,3.65,1
139,461.7,1,her,naming104,TDadult,Male,756,0,0,0,0,0,0,0,0,0,1,naming,2.664359875,3,6,7911,3955.5,985,2.066666667,1.465116279,30,1.3,1.25,4.52928916,4.103448276,5.092075,0
73,435.8,1,his,naming104,TDadult,Male,756,0,0,0,0,0,0,0,0,0,1,naming,2.639287226,3,6,3845,1922.5,976,2.066666667,1.465116279,30,1.4,1,4.596575105,4,3.685351,0
121,418.9,1,hit,naming104,TDadult,Male,756,0,0,0,0,0,0,0,0,0,1,naming,2.62211036,3,15,3263,1631.5,397,2.066666667,1.465116279,30,1,1,4.265266048,5.827586207,4.75,1
100,433.9,1,house,naming104,TDadult,Male,756,0,0,0,0,0,0,0,0,0,1,naming,2.63738965,5,5,6368,1592,1449,2.066666667,1.465116279,30,1.6,1.65,4.392098727,6.551724138,3.16,0
12,387.6,1,hurt,naming104,TDadult,Male,756,0,0,0,0,0,0,0,0,0,1,naming,2.588383768,4,5,2647,882.333,922,2.066666667,1.465116279,30,1.65,1.2,3.894149847,5,4,1
136,423.1,1,ice,naming104,TDadult,Male,756,1,0,0,0,0,0,0,0,0,0,naming,2.626443025,3,4,3939,1969.5,73,2.066666667,1.465116279,30,1.45,1,3.818489822,5.965517241,3.86,1
135,476.9,1,job,naming104,TDadult,Male,756,1,0,0,0,0,0,0,1,0,0,naming,2.678427322,3,14,503,251.5,220,2.066666667,1.465116279,30,1.2,1.45,4.412913926,4.724137931,5.39,0
75,591.7,1,join,naming104,TDadult,Male,756,1,0,0,0,0,0,0,1,0,0,naming,2.772101569,4,3,7389,2463,642,2.066666667,1.465116279,30,1.75,1.6,4.178861887,4,5.83,1
62,490,1,keep,naming104,TDadult,Male,756,0,0,0,0,0,0,0,0,1,0,naming,2.69019608,4,9,2442,814,395,2.066666667,1.465116279,30,1.5,1,4.509847434,2.689655172,4.42,1
101,429.7,1,land,naming104,TDadult,Male,756,1,0,0,1,0,0,1,0,0,0,naming,2.633165354,4,11,7264,2421.333,1468,2.066666667,1.465116279,30,1.2,1,4.087035665,5.482758621,5.22,1
138,437.8,1,large,naming104,TDadult,Male,756,1,0,0,1,0,0,1,0,0,0,naming,2.641275757,5,2,6501,1625.25,1665,2.066666667,1.465116279,30,1.85,1.8,4.147892645,4.448275862,5.74,1
11,430.6,1,lark,naming104,TDadult,Male,756,1,0,0,1,0,0,1,0,0,0,naming,2.634074025,4,9,5254,1751.333,1406,2.066666667,1.465116279,30,1.4,1.4,2.672097858,3.551724138,11.82,1
46,462.2,1,last,naming104,TDadult,Male,756,1,0,0,1,0,0,1,0,0,0,naming,2.664829941,4,14,7036,2345.333,1462,2.066666667,1.465116279,30,1.15,1,4.56877649,3.413793103,4.346085,0
58,456,1,laugh,naming104,TDadult,Male,756,1,0,0,1,0,0,1,0,0,0,naming,2.658964843,5,0,3279,819.75,709,2.066666667,1.465116279,30,1.95,1.05,3.879325301,6,3.79,0
152,422.3,1,learn,naming104,TDadult,Male,756,1,0,0,1,0,0,1,0,0,0,naming,2.625621081,5,1,8669,2167.25,1512,2.066666667,1.465116279,30,1.8,1.5,4.084003991,3.75862069,4.44,0
120,434.7,1,less,naming104,TDadult,Male,756,1,0,0,1,0,0,1,0,0,0,naming,2.63818964,4,8,9476,3158.667,1000,2.066666667,1.465116279,30,1.55,1.15,4.305114808,2.793103448,3.95,1
86,440.2,1,long,naming104,TDadult,Male,756,1,0,0,1,0,0,1,0,0,0,naming,2.643650038,4,7,9994,3331.333,1705,2.066666667,1.465116279,30,1.5,1.2,4.544477329,4.482758621,4.239515,1
114,485.8,1,look,naming104,TDadult,Male,756,1,0,0,1,0,0,1,0,0,0,naming,2.68645751,4,11,2624,874.667,807,2.066666667,1.465116279,30,1.4,1.1,4.609818435,4.482758621,4.05,0
30,382.6,1,love,naming104,TDadult,Male,756,1,0,0,1,0,0,1,0,0,0,naming,2.582744966,4,12,3911,1303.667,758,2.066666667,1.465116279,30,1.15,1.35,4.46170857,5,5.17,0
128,402.6,1,man,naming104,TDadult,Male,756,1,1,0,0,1,0,0,0,0,0,naming,2.604873771,3,16,5163,2581.5,1372,2.066666667,1.465116279,30,1,1,4.489283323,6.275862069,3.11,1
48,461.5,1,match,naming104,TDadult,Male,756,1,1,0,0,1,0,0,0,0,0,naming,2.664171705,5,8,7617,1904.25,1681,2.066666667,1.465116279,30,1.55,1.3,3.970160843,4.892857143,5.72,1
111,477.7,1,mend,naming104,TDadult,Male,756,1,1,0,0,1,0,0,0,0,0,naming,2.679155241,4,11,7319,2439.667,1364,2.066666667,1.465116279,30,1.3,1.2,2.876794976,4.862068966,9.11,1
88,464.5,1,monk,naming104,TDadult,Male,756,1,1,0,0,1,0,0,0,0,0,naming,2.666985718,4,5,5856,1952,1644,2.066666667,1.465116279,30,1.7,1.4,2.649334859,5.517241379,10.29,0
29,457.9,1,month,naming104,TDadult,Male,756,1,1,0,0,1,0,0,0,0,0,naming,2.660770644,5,2,9911,2477.75,2268,2.066666667,1.465116279,30,1.8,1.9,4.096979495,3.310344828,5.79,0
59,392.5,1,mood,naming104,TDadult,Male,756,1,1,0,0,1,0,0,0,0,0,naming,2.593839661,4,9,2425,808.333,971,2.066666667,1.465116279,30,1.35,1,3.684755622,3.689655172,6.58,1
96,482.2,1,mould,naming104,TDadult,Male,756,1,1,0,0,1,0,0,0,0,0,naming,2.683227206,5,3,4003,1000.75,1141,2.066666667,1.465116279,30,1.8,1,3.102776615,5.068965517,11.33,0
67,449.8,1,move,naming104,TDadult,Male,756,1,1,0,0,1,0,0,0,0,0,naming,2.653019451,4,9,3406,1135.333,926,2.066666667,1.465116279,30,1.35,1.4,4.3887227,4.655172414,4.62,0
49,437.5,1,noise,naming104,TDadult,Male,756,1,1,0,0,0,0,0,0,0,0,naming,2.640978057,5,4,5939,1484.75,950,2.066666667,1.465116279,30,1.7,1.7,3.789651209,4.24137931,4.5,0
108,474.9,1,nor,naming104,TDadult,Male,756,1,1,0,0,0,0,0,0,0,0,naming,2.67660217,3,5,3553,1776.5,971,2.066666667,1.465116279,30,1.6,1,3.589837943,2,8.608885,0
97,424,1,now,naming104,TDadult,Male,756,1,1,0,0,0,0,0,0,0,0,naming,2.627365857,3,15,1485,742.5,431,2.066666667,1.465116279,30,1.05,1.15,4.634598171,3.310344828,5.25193,1
21,422.9,1,nurse,naming104,TDadult,Male,756,1,1,0,0,0,0,0,0,0,0,naming,2.626237685,5,3,5125,1281.25,1133,2.066666667,1.465116279,30,1.8,1.65,3.45909079,6.206896552,5.84,1
94,448.4,1,part,naming104,TDadult,Male,756,0,0,0,0,1,0,0,0,0,0,naming,2.651665604,4,14,5066,1688.667,1908,2.066666667,1.465116279,30,1,1.05,4.479287316,3,5.11,1
60,468.2,1,pink,naming104,TDadult,Male,756,0,0,0,0,1,0,0,0,0,0,naming,2.670431409,4,14,8002,2667.333,901,2.066666667,1.465116279,30,1.15,1.15,3.66133934,6.655172414,3.8,1
90,546.1,1,pint,naming104,TDadult,Male,756,0,0,0,0,1,0,0,0,0,0,naming,2.737272177,4,10,10734,3578,1222,2.066666667,1.465116279,30,1.15,1.7,3.261500773,5.965517241,8.37,0
113,504.6,1,plant,naming104,TDadult,Male,756,0,0,0,0,1,0,0,0,0,0,naming,2.702947246,5,4,9297,2324.25,1590,2.066666667,1.465116279,30,1.55,1.6,3.689752696,6.172413793,3.95,0
72,469.2,1,plus,naming104,TDadult,Male,756,0,0,0,0,1,0,0,0,0,0,naming,2.671358003,4,2,2826,942,621,2.066666667,1.465116279,30,1.75,1.65,3.876564214,3.379310345,6.370915,1
140,495,1,posh,naming104,TDadult,Male,756,0,0,0,0,1,0,0,0,0,0,naming,2.694605199,4,9,3215,1071.667,822,2.066666667,1.465116279,30,1.55,1.4,3.396896449,4.586206897,11.88,1
160,489.7,1,pure,naming104,TDadult,Male,756,0,0,0,0,1,0,0,0,0,0,naming,2.689930104,4,9,6292,2097.333,1204,2.066666667,1.465116279,30,1.4,1.75,3.534280005,3.172413793,7.95,0
68,475.5,1,put,naming104,TDadult,Male,756,0,0,0,0,1,0,0,0,0,0,naming,2.677150521,3,15,1338,669,574,2.066666667,1.465116279,30,1.05,1.05,4.568706152,2.586206897,3.72,0
112,506.2,1,range,naming104,TDadult,Male,756,1,0,0,1,0,0,1,0,0,0,naming,2.704322141,5,0,11723,2930.75,1621,2.066666667,1.465116279,30,1.65,1.7,3.908324139,2.931034483,7.11,0
18,514.6,1,rash,naming104,TDadult,Male,756,1,0,0,1,0,0,1,0,0,0,naming,2.711469782,4,11,5857,1952.333,881,2.066666667,1.465116279,30,1.25,1,2.798650645,5.172413793,5.78,1
56,496.2,1,reach,naming104,TDadult,Male,756,1,0,0,1,0,0,1,0,0,0,naming,2.69565676,5,8,9338,2334.5,2799,2.066666667,1.465116279,30,1.45,1.25,3.960756091,4,4.89,1
95,513.6,1,real,naming104,TDadult,Male,756,1,0,0,1,0,0,1,0,0,0,naming,2.710625015,4,14,9421,3140.333,2432,2.066666667,1.465116279,30,1.15,1.85,4.421192468,2.517241379,4.95,0
28,573.1,1,rear,naming104,TDadult,Male,756,1,0,0,1,0,0,1,0,0,0,naming,2.758230408,4,16,9322,3107.333,2630,2.066666667,1.465116279,30,1.1,1,3.294466226,4,6.89,0
119,537.5,1,rent,naming104,TDadult,Male,756,1,0,0,1,0,0,1,0,0,0,naming,2.730378469,4,15,11376,3792,2427,2.066666667,1.465116279,30,1.2,1,3.44870632,3.931034483,8.89,1
167,491.8,1,rinse,naming104,TDadult,Male,756,1,0,0,1,0,0,1,0,0,0,naming,2.691788524,5,0,13656,3414,1454,2.066666667,1.465116279,30,1.95,1.6,2.491361694,4.965517241,4.95,1
126,401.3,1,roast,naming104,TDadult,Male,756,1,0,0,1,0,0,1,0,0,0,naming,2.60346916,5,4,7580,1895,1123,2.066666667,1.465116279,30,1.75,1.1,3.118264726,5.344827586,8.5,0
127,394.5,1,saw,naming104,TDadult,Male,756,0,0,1,0,0,0,1,0,0,0,naming,2.596047008,3,15,962,481,409,2.066666667,1.465116279,30,1.1,1,4.357839597,4.793103448,5.3585,0
158,433.3,1,scarce,naming104,TDadult,Male,756,0,0,1,0,0,0,1,0,0,0,naming,2.636788689,6,0,7709,1541.8,1136,2.066666667,1.465116279,30,1.95,1.85,2.763427994,2.137931034,10.53,0
57,432.5,1,scold,naming104,TDadult,Male,756,0,0,1,0,0,0,1,0,0,0,naming,2.635986112,5,1,4977,1244.25,677,2.066666667,1.465116279,30,1.85,1.7,1.556302501,5.068965517,8.53,0
27,415.9,1,sense,naming104,TDadult,Male,756,0,0,1,0,0,0,1,0,0,0,naming,2.61898892,5,2,9734,2433.5,1753,2.066666667,1.465116279,30,1.8,1.2,4.225980885,2.862068966,7.32,1
165,435.3,1,shall,naming104,TDadult,Male,756,0,0,1,0,0,0,0,1,0,0,naming,2.638788667,5,6,7121,1780.25,1218,2.066666667,1.465116279,30,1.65,1.25,4.19813452,1.655172414,8.42,1
39,455,1,share,naming104,TDadult,Male,756,0,0,1,0,0,0,0,1,0,0,naming,2.658011397,5,15,9947,2486.75,1798,2.066666667,1.465116279,30,1.1,1,4.02473189,3.655172414,4.84,0
40,461.1,1,she,naming104,TDadult,Male,756,0,0,1,0,0,0,0,1,0,0,naming,2.663795122,3,4,3044,1522,754,2.066666667,1.465116279,30,1.6,1,4.545307116,4.034482759,3.568124,1
15,402.8,1,short,naming104,TDadult,Male,756,0,0,1,0,0,0,0,1,0,0,naming,2.605089462,5,7,6246,1561.5,1227,2.066666667,1.465116279,30,1.45,1.5,4.196921945,4.620689655,4.32,0
36,425.1,1,shout,naming104,TDadult,Male,756,0,0,1,0,0,0,0,1,0,0,naming,2.628491105,5,6,5106,1276.5,1021,2.066666667,1.465116279,30,1.55,1.45,3.583538819,5.24137931,4.72,1
81,402.7,1,show,naming104,TDadult,Male,756,0,0,1,0,0,0,0,1,0,0,naming,2.60498163,4,10,3175,1058.333,936,2.066666667,1.465116279,30,1.25,1,4.496680618,4.793103448,6.21,0
13,388.3,1,skate,naming104,TDadult,Male,756,0,0,1,0,0,0,1,0,0,0,naming,2.589167391,5,2,8916,2229,1126,2.066666667,1.465116279,30,1.7,1.35,2.57634135,5.896551724,5.37,1
41,442.2,1,skill,naming104,TDadult,Male,756,0,0,1,0,0,0,1,0,0,0,naming,2.645618738,5,5,3701,925.25,597,2.066666667,1.465116279,30,1.6,1.15,3.547897718,2.965517241,6.8,1
84,403.7,1,staff,naming104,TDadult,Male,756,0,0,1,0,0,0,1,0,0,0,naming,2.606058749,5,2,6077,1519.25,1145,2.066666667,1.465116279,30,1.85,1.45,3.940964493,5,10,0
146,436.4,1,stay,naming104,TDadult,Male,756,0,0,1,0,0,0,1,0,0,0,naming,2.639884742,4,8,5865,1955,1069,2.066666667,1.465116279,30,1.35,1.1,4.345412943,3,4.22,1
98,387.8,1,stood,naming104,TDadult,Male,756,0,0,1,0,0,0,1,0,0,0,naming,2.588607805,5,2,6392,1598,1114,2.066666667,1.465116279,30,1.9,1.65,3.811172695,4.172413793,4.39,0
118,400,1,stop,naming104,TDadult,Male,756,0,0,1,0,0,0,1,0,0,0,naming,2.602059991,4,5,5682,1894,1091,2.066666667,1.465116279,30,1.5,1.3,4.430880946,4.965517241,2.89,1
131,403.3,1,store,naming104,TDadult,Male,756,0,0,1,0,0,0,1,0,0,0,naming,2.605628222,5,13,12227,3056.75,1715,2.066666667,1.465116279,30,1.15,1.1,3.735918117,4.172413793,4.76,0
170,442.6,1,stuff,naming104,TDadult,Male,756,0,0,1,0,0,0,1,0,0,0,naming,2.64601141,5,4,4832,1208,941,2.066666667,1.465116279,30,1.75,1.35,4.296401902,4.655172414,5,1
166,396.5,1,swan,naming104,TDadult,Male,756,0,0,1,0,0,0,1,0,0,0,naming,2.598243192,4,10,4343,1447.667,753,2.066666667,1.465116279,30,1.4,1.55,2.963315511,6.310344828,6.31763,0
61,431.7,1,sweat,naming104,TDadult,Male,756,0,0,1,0,0,0,1,0,0,0,naming,2.635182049,5,3,6676,1669,931,2.066666667,1.465116279,30,1.7,1.55,3.234517284,5.620689655,7.26,0
109,390.6,1,swell,naming104,TDadult,Male,756,0,0,1,0,0,0,1,0,0,0,naming,2.591732239,5,5,4031,1007.75,545,2.066666667,1.465116279,30,1.6,1.4,2.811575006,4.655172414,7.42,1
103,382.9,1,swim,naming104,TDadult,Male,756,0,0,1,0,0,0,1,0,0,0,naming,2.583085366,4,6,1550,516.667,396,2.066666667,1.465116279,30,1.7,1.5,3.407050815,6.448275862,4.17,1
133,521.9,1,taste,naming104,TDadult,Male,756,0,0,0,0,0,0,1,0,0,0,naming,2.717587297,5,6,11289,2822.25,2087,2.066666667,1.465116279,30,1.6,1,3.892817824,4.379310345,4.26,0
116,480.4,1,test,naming104,TDadult,Male,756,0,0,0,0,0,0,1,0,0,0,naming,2.681602999,4,13,12449,4149.667,1575,2.066666667,1.465116279,30,1.25,1,4.050302404,5.068965517,6.26,1
78,437.2,1,thaw,naming104,TDadult,Male,756,0,0,1,0,0,0,0,0,0,0,naming,2.640680153,4,4,2694,898,733,2.066666667,1.465116279,30,1.75,1.4,2.506505032,3.517241379,8.11,0
91,464.7,1,thump,naming104,TDadult,Male,756,0,0,1,0,0,0,0,0,0,0,naming,2.667172672,5,3,3121,780.25,631,2.066666667,1.465116279,30,1.8,1.5,2.416640507,4.793103448,7.63,1
144,469,1,train,naming104,TDadult,Male,756,0,0,0,0,0,0,1,0,0,0,naming,2.671172843,5,6,12612,3153,2034,2.066666667,1.465116279,30,1.55,1.05,3.896526217,6.344827586,4,1
89,470.4,1,truth,naming104,TDadult,Male,756,0,0,0,0,0,0,1,0,0,0,naming,2.672467313,5,0,4617,1154.25,1148,2.066666667,1.465116279,30,1.9,1.7,3.963126441,2.931034483,4.42,0
64,432.5,1,want,naming104,TDadult,Male,756,1,0,0,0,0,0,0,0,1,0,naming,2.635986112,4,12,7165,2388.333,1437,2.066666667,1.465116279,30,1.3,1.55,4.602428985,3.379310345,4.16,0
130,444.6,1,wasp,naming104,TDadult,Male,756,1,0,0,0,0,0,0,0,1,0,naming,2.647969458,4,5,2945,981.667,899,2.066666667,1.465116279,30,1.65,1.95,2.423245874,5.931034483,5.58,0
85,414.7,1,wealth,naming104,TDadult,Male,756,1,0,0,0,0,0,0,0,1,0,naming,2.617734035,6,1,7057,1411.4,1355,2.066666667,1.465116279,30,1.95,1.6,3.444200989,4.827586207,8.76,0
70,435.3,1,weave,naming104,TDadult,Male,756,1,0,0,0,0,0,0,0,1,0,naming,2.638788667,5,3,4583,1145.75,1318,2.066666667,1.465116279,30,1.75,1.2,2.782472624,5.103448276,9.89,1
26,467.1,1,went,naming104,TDadult,Male,756,1,0,0,0,0,0,0,0,1,0,naming,2.669409867,4,15,7318,2439.333,1146,2.066666667,1.465116279,30,1.2,1.1,4.468037009,2.482758621,3.37,1
123,497.4,1,whisk,naming104,TDadult,Male,756,1,0,0,0,0,0,0,0,1,0,naming,2.696705781,5,0,4303,1075.75,754,2.066666667,1.465116279,30,1.95,1.85,2.831229694,5.689655172,8.72,1
125,416.6,1,wide,naming104,TDadult,Male,756,1,0,0,0,0,0,0,0,1,0,naming,2.619719266,4,13,3915,1305,775,2.066666667,1.465116279,30,1.25,1,3.859138297,4.137931034,5.84,1
141,473.5,1,width,naming104,TDadult,Male,756,1,0,0,0,0,0,0,0,1,0,naming,2.675319983,5,0,2653,663.25,701,2.066666667,1.465116279,30,1.9,1.75,2.810904281,3.586206897,8.78,1
42,554.4,1,wife,naming104,TDadult,Male,756,1,0,0,0,0,0,0,0,1,0,naming,2.743823222,4,9,1542,514,465,2.066666667,1.465116279,30,1.55,1.5,4.089657882,5.482758621,5.67,1
149,469.2,1,will,naming104,TDadult,Male,756,1,0,0,0,0,0,0,0,1,0,naming,2.671358003,4,16,3517,1172.333,1137,2.066666667,1.465116279,30,1,1,4.625024198,2.724137931,7.53,1
161,448.7,1,with,naming104,TDadult,Male,756,1,0,0,0,0,0,0,0,1,0,naming,2.65195607,4,3,3968,1322.667,734,2.066666667,1.465116279,30,1.7,1.45,4.641047539,2.206896552,4.441998,0
45,414.1,1,wolf,naming104,TDadult,Male,756,1,0,0,0,0,0,0,0,1,0,naming,2.617105231,4,2,1737,579,691,2.066666667,1.465116279,30,1.9,1.85,3.043362278,6.379310345,4.5,0
50,515.5,1,worm,naming104,TDadult,Male,756,1,0,0,0,0,0,0,0,1,0,naming,2.71222867,4,9,3675,1225,1103,2.066666667,1.465116279,30,1.45,1.45,2.858537198,6.24137931,3.89,0
155,363.5,1,worse,naming104,TDadult,Male,756,1,0,0,0,0,0,0,0,1,0,naming,2.560504415,5,4,6592,1648,1501,2.066666667,1.465116279,30,1.7,1.3,4.094610863,1.965517241,2.79,0
16,446,1,yawn,naming104,TDadult,Male,756,0,0,0,1,0,0,0,1,0,0,naming,2.649334859,4,7,505,168.333,156,2.066666667,1.465116279,30,1.65,1.3,2.359835482,6.413793103,5.3,0
